County,County Name,Precinct,Congressional,Legislative,Office Name,Candidate Name,Party,Winner,Write-In?,Early Votes for Candidate,Early Votes Against,Election Night Votes for Candidate,Election Night Votes Against,Mail-In Ballot 1 Votes for Candidate,Mail-In Ballot 1 Votes Against,Provisional Votes for Candidate,Provisional Votes Against,Mail-In Ballot 2 Votes for Candidate,Mail-In Ballot 2 Votes Against,Total Votes For Candidate,Total Votes Against,Total Votes Cast
03,Baltimore City,021-002,07,40,U.S. Senator,Scottie Griffin,DEM,NA,Y,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0
03,Baltimore City,021-002,07,40,U.S. Senator,Andrew J. Wildman,UNA,NA,Y,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0
03,Baltimore City,021-002,07,40,U.S. Senator,Other Write-Ins,NA,NA,Y,0,NA,1,NA,0,NA,0,NA,1,NA,2,0,2
03,Baltimore City,021-002,07,40,U.S. Congress,Scott M. Collier,REP,NA,NA,2,NA,28,NA,4,NA,1,NA,7,NA,42,0,42
03,Baltimore City,021-002,07,40,U.S. Congress,Kweisi Mfume,DEM,Y,NA,70,NA,278,NA,96,NA,28,NA,54,NA,526,0,526
03,Baltimore City,021-002,07,40,U.S. Congress,Other Write-Ins,NA,NA,Y,2,NA,1,NA,0,NA,0,NA,0,NA,3,0,3
03,Baltimore City,021-002,07,40,State Senator,Christopher Anderson,REP,NA,NA,3,NA,30,NA,5,NA,0,NA,5,NA,43,0,43
03,Baltimore City,021-002,07,40,State Senator,Antonio Hayes,DEM,Y,NA,72,NA,275,NA,93,NA,23,NA,56,NA,519,0,519
03,Baltimore City,021-002,07,40,State Senator,Other Write-Ins,NA,NA,Y,0,NA,1,NA,0,NA,0,NA,0,NA,1,0,1
03,Baltimore City,021-002,07,40,House of Delegates,Zulieka A. Baysmore,REP,NA,NA,7,NA,40,NA,9,NA,2,NA,10,NA,68,0,68
03,Baltimore City,021-002,07,40,House of Delegates,Marlon D. Amprey,DEM,Y,NA,58,NA,240,NA,81,NA,17,NA,47,NA,443,0,443
03,Baltimore City,021-002,07,40,House of Delegates,"Frank M. Conaway, Jr.",DEM,Y,NA,52,NA,225,NA,76,NA,16,NA,48,NA,417,0,417
03,Baltimore City,021-002,07,40,House of Delegates,Melissa Wells,DEM,Y,NA,67,NA,250,NA,83,NA,20,NA,53,NA,473,0,473
03,Baltimore City,021-002,07,40,House of Delegates,Other Write-Ins,NA,NA,Y,1,NA,9,NA,1,NA,1,NA,0,NA,12,0,12
03,Baltimore City,021-002,07,40,Judge Circuit Court,Erik Atas,JUD,Y,NA,39,NA,155,NA,43,NA,13,NA,36,NA,286,0,286
03,Baltimore City,021-002,07,40,Judge Circuit Court,Charles Mario Blomquist,JUD,Y,NA,34,NA,151,NA,47,NA,13,NA,35,NA,280,0,280
03,Baltimore City,021-002,07,40,Judge Circuit Court,Myshala E. Middleton,JUD,Y,NA,42,NA,190,NA,47,NA,16,NA,41,NA,336,0,336
03,Baltimore City,021-002,07,40,Judge Circuit Court,Barry G. Williams,JUD,Y,NA,41,NA,160,NA,51,NA,12,NA,37,NA,301,0,301
03,Baltimore City,021-002,07,40,Judge Circuit Court,Other Write-Ins,NA,NA,Y,1,NA,4,NA,0,NA,0,NA,0,NA,5,0,5
03,Baltimore City,021-002,07,40,Judge Spec Appeal at Lg,Stuart R. Berger,JUD,Y,NA,44,15,180,59,61,12,16,4,39,8,340,98,438
03,Baltimore City,021-002,07,40,Judge Spec Appeal at Lg,Terrence M. R. Zic,JUD,Y,NA,42,16,179,54,55,17,17,3,35,12,328,102,430
03,Baltimore City,021-002,07,40,State's Attorney,Ivan Bates,DEM,Y,NA,70,NA,279,NA,96,NA,26,NA,56,NA,527,0,527
03,Baltimore City,021-002,07,40,State's Attorney,Other Write-Ins,NA,NA,Y,0,NA,7,NA,0,NA,0,NA,0,NA,7,0,7
03,Baltimore City,021-002,07,40,Clerk Circuit Court,Xavier A. Conaway,DEM,Y,NA,59,NA,246,NA,76,NA,25,NA,51,NA,457,0,457
03,Baltimore City,021-002,07,40,Clerk Circuit Court,Other Write-Ins,NA,NA,Y,1,NA,5,NA,2,NA,1,NA,0,NA,9,0,9
03,Baltimore City,021-002,07,40,Register of Wills,Belinda K. Conaway,DEM,Y,NA,59,NA,251,NA,80,NA,23,NA,51,NA,464,0,464
03,Baltimore City,021-002,07,40,Register of Wills,Other Write-Ins,NA,NA,Y,1,NA,4,NA,0,NA,1,NA,0,NA,6,0,6
03,Baltimore City,021-002,07,40,Judge Orphans' Court,"Charles ""Chuck"" Bernstein",DEM,Y,NA,51,NA,208,NA,74,NA,21,NA,42,NA,396,0,396
03,Baltimore City,021-002,07,40,Judge Orphans' Court,Lewyn Scott Garrett,DEM,Y,NA,51,NA,206,NA,72,NA,18,NA,43,NA,390,0,390
03,Baltimore City,021-002,07,40,Judge Orphans' Court,Michele E. Loewenthal,DEM,Y,NA,53,NA,216,NA,70,NA,18,NA,42,NA,399,0,399
03,Baltimore City,021-002,07,40,Judge Orphans' Court,Other Write-Ins,NA,NA,Y,0,NA,4,NA,0,NA,0,NA,0,NA,4,0,4
03,Baltimore City,021-002,07,40,Sheriff,Sam Cogen,DEM,Y,NA,62,NA,246,NA,83,NA,26,NA,52,NA,469,0,469
03,Baltimore City,021-002,07,40,Sheriff,Other Write-Ins,NA,NA,Y,0,NA,3,NA,0,NA,0,NA,0,NA,3,0,3
03,Baltimore City,021-002,07,40,Board of Ed at Large,April Christina Curley,NON,NA,NA,18,NA,64,NA,34,NA,4,NA,15,NA,135,0,135
03,Baltimore City,021-002,07,40,Board of Ed at Large,Ashley E. Esposito,NON,Y,NA,24,NA,131,NA,37,NA,9,NA,25,NA,226,0,226
03,Baltimore City,021-002,07,40,Board of Ed at Large,Salimah Jasani,NON,NA,NA,24,NA,114,NA,34,NA,11,NA,33,NA,216,0,216
03,Baltimore City,021-002,07,40,Board of Ed at Large,Kwame Kenyatta-Bey,NON,Y,NA,38,NA,118,NA,32,NA,11,NA,13,NA,212,0,212
03,Baltimore City,021-002,07,40,Board of Ed at Large,Other Write-Ins,NA,NA,Y,1,NA,1,NA,0,NA,0,NA,0,NA,2,0,2
03,Baltimore City,021-003,07,40,Governor / Lt. Governor,Dan Cox and Gordana Schifanelli,REP,NA,NA,3,NA,52,NA,6,NA,1,NA,1,NA,63,0,63
03,Baltimore City,021-003,07,40,Governor / Lt. Governor,Wes Moore and Aruna Miller,DEM,Y,NA,60,NA,284,NA,59,NA,36,NA,32,NA,471,0,471
03,Baltimore City,021-003,07,40,Governor / Lt. Governor,David Lashar and Christiana Logansmith,LIB,NA,NA,0,NA,3,NA,2,NA,1,NA,1,NA,7,0,7
03,Baltimore City,021-003,07,40,Governor / Lt. Governor,Nancy Wallace and Patrick Elder,GRN,NA,NA,0,NA,8,NA,1,NA,0,NA,0,NA,9,0,9
03,Baltimore City,021-003,07,40,Governor / Lt. Governor,David Harding and Cathy White,WCP,NA,NA,0,NA,2,NA,2,NA,0,NA,1,NA,5,0,5
03,Baltimore City,021-003,07,40,Governor / Lt. Governor,Kyle Sefcik and Katie Lee,UNA,NA,Y,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0
03,Baltimore City,021-003,07,40,Governor / Lt. Governor,Other Write-Ins,NA,NA,Y,1,NA,0,NA,0,NA,0,NA,0,NA,1,0,1
03,Baltimore City,021-003,07,40,Comptroller,Barry Glassman,REP,NA,NA,8,NA,68,NA,15,NA,3,NA,1,NA,95,0,95
03,Baltimore City,021-003,07,40,Comptroller,Brooke Elizabeth Lierman,DEM,Y,NA,59,NA,279,NA,56,NA,38,NA,34,NA,466,0,466
03,Baltimore City,021-003,07,40,Comptroller,Other Write-Ins,NA,NA,Y,0,NA,0,NA,2,NA,0,NA,0,NA,2,0,2
03,Baltimore City,021-003,07,40,Attorney General,Michael Anthony Peroutka,REP,NA,NA,7,NA,55,NA,10,NA,2,NA,1,NA,75,0,75
03,Baltimore City,021-003,07,40,Attorney General,Anthony G. Brown,DEM,Y,NA,60,NA,290,NA,60,NA,38,NA,34,NA,482,0,482
03,Baltimore City,021-003,07,40,Attorney General,Other Write-Ins,NA,NA,Y,0,NA,0,NA,1,NA,0,NA,0,NA,1,0,1
03,Baltimore City,021-003,07,40,U.S. Senator,Chris Chaffee,REP,NA,NA,5,NA,52,NA,10,NA,2,NA,1,NA,70,0,70
03,Baltimore City,021-003,07,40,U.S. Senator,Chris Van Hollen,DEM,Y,NA,61,NA,293,NA,63,NA,39,NA,34,NA,490,0,490
03,Baltimore City,021-003,07,40,U.S. Senator,Scottie Griffin,DEM,NA,Y,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0
03,Baltimore City,021-003,07,40,U.S. Senator,Andrew J. Wildman,UNA,NA,Y,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0
03,Baltimore City,021-003,07,40,U.S. Senator,Other Write-Ins,NA,NA,Y,0,NA,2,NA,0,NA,0,NA,0,NA,2,0,2
03,Baltimore City,021-003,07,40,U.S. Congress,Scott M. Collier,REP,NA,NA,3,NA,53,NA,14,NA,2,NA,1,NA,73,0,73
03,Baltimore City,021-003,07,40,U.S. Congress,Kweisi Mfume,DEM,Y,NA,62,NA,288,NA,57,NA,39,NA,33,NA,479,0,479
03,Baltimore City,021-003,07,40,U.S. Congress,Other Write-Ins,NA,NA,Y,1,NA,2,NA,2,NA,0,NA,0,NA,5,0,5
03,Baltimore City,021-003,07,40,State Senator,Christopher Anderson,REP,NA,NA,5,NA,57,NA,14,NA,1,NA,1,NA,78,0,78
03,Baltimore City,021-003,07,40,State Senator,Antonio Hayes,DEM,Y,NA,60,NA,289,NA,55,NA,36,NA,33,NA,473,0,473
03,Baltimore City,021-003,07,40,State Senator,Other Write-Ins,NA,NA,Y,0,NA,0,NA,2,NA,0,NA,0,NA,2,0,2
03,Baltimore City,021-003,07,40,House of Delegates,Zulieka A. Baysmore,REP,NA,NA,6,NA,72,NA,12,NA,3,NA,3,NA,96,0,96
03,Baltimore City,021-003,07,40,House of Delegates,Marlon D. Amprey,DEM,Y,NA,56,NA,238,NA,47,NA,23,NA,29,NA,393,0,393
03,Baltimore City,021-003,07,40,House of Delegates,"Frank M. Conaway, Jr.",DEM,Y,NA,52,NA,235,NA,42,NA,26,NA,28,NA,383,0,383
03,Baltimore City,021-003,07,40,House of Delegates,Melissa Wells,DEM,Y,NA,58,NA,252,NA,49,NA,33,NA,31,NA,423,0,423
03,Baltimore City,021-003,07,40,House of Delegates,Other Write-Ins,NA,NA,Y,1,NA,5,NA,5,NA,0,NA,0,NA,11,0,11
03,Baltimore City,021-003,07,40,Judge Circuit Court,Erik Atas,JUD,Y,NA,40,NA,170,NA,31,NA,21,NA,13,NA,275,0,275
03,Baltimore City,021-003,07,40,Judge Circuit Court,Charles Mario Blomquist,JUD,Y,NA,37,NA,170,NA,29,NA,19,NA,12,NA,267,0,267
03,Baltimore City,021-003,07,40,Judge Circuit Court,Myshala E. Middleton,JUD,Y,NA,47,NA,231,NA,36,NA,29,NA,17,NA,360,0,360
03,Baltimore City,021-003,07,40,Judge Circuit Court,Barry G. Williams,JUD,Y,NA,48,NA,189,NA,33,NA,21,NA,14,NA,305,0,305
03,Baltimore City,021-003,07,40,Judge Circuit Court,Other Write-Ins,NA,NA,Y,1,NA,10,NA,5,NA,0,NA,0,NA,16,0,16
03,Baltimore City,021-003,07,40,Judge Spec Appeal at Lg,Stuart R. Berger,JUD,Y,NA,45,12,212,82,34,20,22,12,19,7,332,133,465
03,Baltimore City,021-003,07,40,Judge Spec Appeal at Lg,Terrence M. R. Zic,JUD,Y,NA,42,15,218,72,33,21,22,11,20,5,335,124,459
03,Baltimore City,021-003,07,40,State's Attorney,Ivan Bates,DEM,Y,NA,61,NA,315,NA,63,NA,38,NA,29,NA,506,0,506
03,Baltimore City,021-003,07,40,State's Attorney,Other Write-Ins,NA,NA,Y,3,NA,5,NA,1,NA,0,NA,1,NA,10,0,10
03,Baltimore City,021-003,07,40,Clerk Circuit Court,Xavier A. Conaway,DEM,Y,NA,54,NA,292,NA,46,NA,40,NA,27,NA,459,0,459
03,Baltimore City,021-003,07,40,Clerk Circuit Court,Other Write-Ins,NA,NA,Y,1,NA,1,NA,3,NA,0,NA,1,NA,6,0,6
03,Baltimore City,021-003,07,40,Register of Wills,Belinda K. Conaway,DEM,Y,NA,55,NA,294,NA,48,NA,39,NA,27,NA,463,0,463
03,Baltimore City,021-003,07,40,Register of Wills,Other Write-Ins,NA,NA,Y,1,NA,2,NA,3,NA,0,NA,0,NA,6,0,6
03,Baltimore City,021-003,07,40,Judge Orphans' Court,"Charles ""Chuck"" Bernstein",DEM,Y,NA,49,NA,238,NA,39,NA,28,NA,18,NA,372,0,372
03,Baltimore City,021-003,07,40,Judge Orphans' Court,Lewyn Scott Garrett,DEM,Y,NA,52,NA,230,NA,35,NA,26,NA,18,NA,361,0,361
03,Baltimore City,021-003,07,40,Judge Orphans' Court,Michele E. Loewenthal,DEM,Y,NA,52,NA,239,NA,39,NA,29,NA,22,NA,381,0,381
03,Baltimore City,021-003,07,40,Judge Orphans' Court,Other Write-Ins,NA,NA,Y,0,NA,2,NA,4,NA,0,NA,0,NA,6,0,6
03,Baltimore City,021-003,07,40,Sheriff,Sam Cogen,DEM,Y,NA,60,NA,298,NA,55,NA,36,NA,26,NA,475,0,475
03,Baltimore City,021-003,07,40,Sheriff,Other Write-Ins,NA,NA,Y,0,NA,3,NA,2,NA,1,NA,0,NA,6,0,6
03,Baltimore City,021-003,07,40,Board of Ed at Large,April Christina Curley,NON,NA,NA,19,NA,106,NA,17,NA,8,NA,8,NA,158,0,158
03,Baltimore City,021-003,07,40,Board of Ed at Large,Ashley E. Esposito,NON,Y,NA,31,NA,144,NA,36,NA,14,NA,16,NA,241,0,241
03,Baltimore City,021-003,07,40,Board of Ed at Large,Salimah Jasani,NON,NA,NA,31,NA,107,NA,18,NA,14,NA,12,NA,182,0,182
03,Baltimore City,021-003,07,40,Board of Ed at Large,Kwame Kenyatta-Bey,NON,Y,NA,29,NA,162,NA,20,NA,20,NA,11,NA,242,0,242
03,Baltimore City,021-003,07,40,Board of Ed at Large,Other Write-Ins,NA,NA,Y,0,NA,4,NA,6,NA,0,NA,0,NA,10,0,10
03,Baltimore City,021-004,07,46,Governor / Lt. Governor,Dan Cox and Gordana Schifanelli,REP,NA,NA,0,NA,4,NA,1,NA,1,NA,0,NA,6,0,6
03,Baltimore City,021-004,07,46,Governor / Lt. Governor,Wes Moore and Aruna Miller,DEM,Y,NA,10,NA,87,NA,18,NA,9,NA,10,NA,134,0,134
03,Baltimore City,021-004,07,46,Governor / Lt. Governor,David Lashar and Christiana Logansmith,LIB,NA,NA,0,NA,1,NA,1,NA,0,NA,0,NA,2,0,2
03,Baltimore City,021-004,07,46,Governor / Lt. Governor,Nancy Wallace and Patrick Elder,GRN,NA,NA,0,NA,2,NA,0,NA,0,NA,0,NA,2,0,2
03,Baltimore City,021-004,07,46,Governor / Lt. Governor,David Harding and Cathy White,WCP,NA,NA,1,NA,1,NA,0,NA,0,NA,0,NA,2,0,2
03,Baltimore City,021-004,07,46,Governor / Lt. Governor,Kyle Sefcik and Katie Lee,UNA,NA,Y,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0
03,Baltimore City,021-004,07,46,Governor / Lt. Governor,Other Write-Ins,NA,NA,Y,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0
03,Baltimore City,021-004,07,46,Comptroller,Barry Glassman,REP,NA,NA,0,NA,12,NA,2,NA,2,NA,1,NA,17,0,17
03,Baltimore City,021-004,07,46,Comptroller,Brooke Elizabeth Lierman,DEM,Y,NA,10,NA,83,NA,18,NA,8,NA,9,NA,128,0,128
03,Baltimore City,021-004,07,46,Comptroller,Other Write-Ins,NA,NA,Y,1,NA,0,NA,0,NA,0,NA,0,NA,1,0,1
03,Baltimore City,021-004,07,46,Attorney General,Michael Anthony Peroutka,REP,NA,NA,0,NA,6,NA,2,NA,2,NA,0,NA,10,0,10
03,Baltimore City,021-004,07,46,Attorney General,Anthony G. Brown,DEM,Y,NA,10,NA,87,NA,18,NA,8,NA,10,NA,133,0,133
03,Baltimore City,021-004,07,46,Attorney General,Other Write-Ins,NA,NA,Y,1,NA,0,NA,0,NA,0,NA,0,NA,1,0,1
03,Baltimore City,021-004,07,46,U.S. Senator,Chris Chaffee,REP,NA,NA,0,NA,5,NA,2,NA,1,NA,0,NA,8,0,8
03,Baltimore City,021-004,07,46,U.S. Senator,Chris Van Hollen,DEM,Y,NA,10,NA,88,NA,18,NA,9,NA,10,NA,135,0,135
03,Baltimore City,021-004,07,46,U.S. Senator,Scottie Griffin,DEM,NA,Y,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0
03,Baltimore City,021-004,07,46,U.S. Senator,Andrew J. Wildman,UNA,NA,Y,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0
03,Baltimore City,021-004,07,46,U.S. Senator,Other Write-Ins,NA,NA,Y,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0
03,Baltimore City,021-004,07,46,U.S. Congress,Scott M. Collier,REP,NA,NA,0,NA,9,NA,1,NA,2,NA,0,NA,12,0,12
03,Baltimore City,021-004,07,46,U.S. Congress,Kweisi Mfume,DEM,Y,NA,10,NA,86,NA,19,NA,8,NA,10,NA,133,0,133
03,Baltimore City,021-004,07,46,U.S. Congress,Other Write-Ins,NA,NA,Y,1,NA,0,NA,0,NA,0,NA,0,NA,1,0,1
03,Baltimore City,021-004,07,46,State Senator,Emmanuel Digman,REP,NA,NA,0,NA,8,NA,3,NA,1,NA,0,NA,12,0,12
03,Baltimore City,021-004,07,46,State Senator,Bill Ferguson,DEM,Y,NA,10,NA,86,NA,17,NA,7,NA,10,NA,130,0,130
03,Baltimore City,021-004,07,46,State Senator,Other Write-Ins,NA,NA,Y,1,NA,0,NA,0,NA,0,NA,0,NA,1,0,1
03,Baltimore City,021-004,07,46,House of Delegates,Pete Waters,REP,NA,NA,0,NA,11,NA,2,NA,2,NA,0,NA,15,0,15
03,Baltimore City,021-004,07,46,House of Delegates,Luke Clippinger,DEM,Y,NA,8,NA,71,NA,17,NA,7,NA,10,NA,113,0,113
03,Baltimore City,021-004,07,46,House of Delegates,Mark Edelson,DEM,Y,NA,9,NA,65,NA,19,NA,7,NA,10,NA,110,0,110
03,Baltimore City,021-004,07,46,House of Delegates,Robbyn Lewis,DEM,Y,NA,10,NA,80,NA,17,NA,6,NA,10,NA,123,0,123
03,Baltimore City,021-004,07,46,House of Delegates,Other Write-Ins,NA,NA,Y,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0
03,Baltimore City,021-004,07,46,Judge Circuit Court,Erik Atas,JUD,Y,NA,6,NA,51,NA,14,NA,4,NA,6,NA,81,0,81
03,Baltimore City,021-004,07,46,Judge Circuit Court,Charles Mario Blomquist,JUD,Y,NA,5,NA,50,NA,13,NA,3,NA,4,NA,75,0,75
03,Baltimore City,021-004,07,46,Judge Circuit Court,Myshala E. Middleton,JUD,Y,NA,10,NA,67,NA,12,NA,4,NA,7,NA,100,0,100
03,Baltimore City,021-004,07,46,Judge Circuit Court,Barry G. Williams,JUD,Y,NA,7,NA,59,NA,14,NA,3,NA,6,NA,89,0,89
03,Baltimore City,021-004,07,46,Judge Circuit Court,Other Write-Ins,NA,NA,Y,0,NA,4,NA,0,NA,0,NA,0,NA,4,0,4
03,Baltimore City,021-004,07,46,Judge Spec Appeal at Lg,Stuart R. Berger,JUD,Y,NA,7,3,57,24,13,2,6,1,10,0,93,30,123
03,Baltimore City,021-004,07,46,Judge Spec Appeal at Lg,Terrence M. R. Zic,JUD,Y,NA,6,3,58,21,11,3,6,1,6,2,87,30,117
03,Baltimore City,021-004,07,46,State's Attorney,Ivan Bates,DEM,Y,NA,10,NA,86,NA,19,NA,8,NA,8,NA,131,0,131
03,Baltimore City,021-004,07,46,State's Attorney,Other Write-Ins,NA,NA,Y,1,NA,2,NA,0,NA,0,NA,2,NA,5,0,5
03,Baltimore City,021-004,07,46,Clerk Circuit Court,Xavier A. Conaway,DEM,Y,NA,11,NA,81,NA,17,NA,8,NA,9,NA,126,0,126
03,Baltimore City,021-004,07,46,Clerk Circuit Court,Other Write-Ins,NA,NA,Y,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0
03,Baltimore City,021-004,07,46,Register of Wills,Belinda K. Conaway,DEM,Y,NA,10,NA,80,NA,17,NA,8,NA,9,NA,124,0,124
03,Baltimore City,021-004,07,46,Register of Wills,Other Write-Ins,NA,NA,Y,1,NA,0,NA,0,NA,0,NA,0,NA,1,0,1
03,Baltimore City,021-004,07,46,Judge Orphans' Court,"Charles ""Chuck"" Bernstein",DEM,Y,NA,8,NA,68,NA,15,NA,6,NA,7,NA,104,0,104
03,Baltimore City,021-004,07,46,Judge Orphans' Court,Lewyn Scott Garrett,DEM,Y,NA,9,NA,68,NA,16,NA,6,NA,7,NA,106,0,106
03,Baltimore City,021-004,07,46,Judge Orphans' Court,Michele E. Loewenthal,DEM,Y,NA,10,NA,69,NA,15,NA,6,NA,7,NA,107,0,107
03,Baltimore City,021-004,07,46,Judge Orphans' Court,Other Write-Ins,NA,NA,Y,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0
03,Baltimore City,021-004,07,46,Sheriff,Sam Cogen,DEM,Y,NA,8,NA,79,NA,16,NA,8,NA,6,NA,117,0,117
03,Baltimore City,021-004,07,46,Sheriff,Other Write-Ins,NA,NA,Y,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0
03,Baltimore City,021-004,07,46,Board of Ed at Large,April Christina Curley,NON,NA,NA,4,NA,21,NA,8,NA,2,NA,1,NA,36,0,36
03,Baltimore City,021-004,07,46,Board of Ed at Large,Ashley E. Esposito,NON,Y,NA,6,NA,46,NA,7,NA,5,NA,5,NA,69,0,69
03,Baltimore City,021-004,07,46,Board of Ed at Large,Salimah Jasani,NON,NA,NA,3,NA,43,NA,4,NA,1,NA,5,NA,56,0,56
03,Baltimore City,021-004,07,46,Board of Ed at Large,Kwame Kenyatta-Bey,NON,Y,NA,7,NA,46,NA,8,NA,5,NA,3,NA,69,0,69
03,Baltimore City,021-004,07,46,Board of Ed at Large,Other Write-Ins,NA,NA,Y,1,NA,0,NA,0,NA,0,NA,0,NA,1,0,1
03,Baltimore City,022-001,07,46,Governor / Lt. Governor,Dan Cox and Gordana Schifanelli,REP,NA,NA,5,NA,58,NA,12,NA,5,NA,6,NA,86,0,86
03,Baltimore City,022-001,07,46,Governor / Lt. Governor,Wes Moore and Aruna Miller,DEM,Y,NA,40,NA,245,NA,151,NA,45,NA,55,NA,536,0,536
03,Baltimore City,022-001,07,46,Governor / Lt. Governor,David Lashar and Christiana Logansmith,LIB,NA,NA,0,NA,3,NA,4,NA,0,NA,0,NA,7,0,7
03,Baltimore City,022-001,07,46,Governor / Lt. Governor,Nancy Wallace and Patrick Elder,GRN,NA,NA,0,NA,4,NA,4,NA,0,NA,0,NA,8,0,8
03,Baltimore City,022-001,07,46,Governor / Lt. Governor,David Harding and Cathy White,WCP,NA,NA,0,NA,1,NA,0,NA,0,NA,0,NA,1,0,1
03,Baltimore City,022-001,07,46,Governor / Lt. Governor,Kyle Sefcik and Katie Lee,UNA,NA,Y,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0
03,Baltimore City,022-001,07,46,Governor / Lt. Governor,Other Write-Ins,NA,NA,Y,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0
03,Baltimore City,022-001,07,46,Comptroller,Barry Glassman,REP,NA,NA,5,NA,67,NA,24,NA,9,NA,7,NA,112,0,112
03,Baltimore City,022-001,07,46,Comptroller,Brooke Elizabeth Lierman,DEM,Y,NA,40,NA,239,NA,148,NA,42,NA,54,NA,523,0,523
03,Baltimore City,022-001,07,46,Comptroller,Other Write-Ins,NA,NA,Y,0,NA,1,NA,0,NA,0,NA,0,NA,1,0,1
03,Baltimore City,022-001,07,46,Attorney General,Michael Anthony Peroutka,REP,NA,NA,4,NA,59,NA,17,NA,5,NA,6,NA,91,0,91
03,Baltimore City,022-001,07,46,Attorney General,Anthony G. Brown,DEM,Y,NA,41,NA,247,NA,154,NA,45,NA,57,NA,544,0,544
03,Baltimore City,022-001,07,46,Attorney General,Other Write-Ins,NA,NA,Y,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0
03,Baltimore City,022-001,07,46,U.S. Senator,Chris Chaffee,REP,NA,NA,4,NA,49,NA,15,NA,5,NA,8,NA,81,0,81
03,Baltimore City,022-001,07,46,U.S. Senator,Chris Van Hollen,DEM,Y,NA,41,NA,255,NA,156,NA,46,NA,55,NA,553,0,553
03,Baltimore City,022-001,07,46,U.S. Senator,Scottie Griffin,DEM,NA,Y,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0
03,Baltimore City,022-001,07,46,U.S. Senator,Andrew J. Wildman,UNA,NA,Y,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0
03,Baltimore City,022-001,07,46,U.S. Senator,Other Write-Ins,NA,NA,Y,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0
03,Baltimore City,022-001,07,46,U.S. Congress,Scott M. Collier,REP,NA,NA,6,NA,58,NA,18,NA,5,NA,8,NA,95,0,95
03,Baltimore City,022-001,07,46,U.S. Congress,Kweisi Mfume,DEM,Y,NA,34,NA,245,NA,153,NA,44,NA,54,NA,530,0,530
03,Baltimore City,022-001,07,46,U.S. Congress,Other Write-Ins,NA,NA,Y,1,NA,0,NA,0,NA,0,NA,0,NA,1,0,1
03,Baltimore City,022-001,07,46,State Senator,Emmanuel Digman,REP,NA,NA,4,NA,52,NA,14,NA,5,NA,6,NA,81,0,81
03,Baltimore City,022-001,07,46,State Senator,Bill Ferguson,DEM,Y,NA,40,NA,242,NA,154,NA,42,NA,56,NA,534,0,534
03,Baltimore City,022-001,07,46,State Senator,Other Write-Ins,NA,NA,Y,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0
03,Baltimore City,022-001,07,46,House of Delegates,Pete Waters,REP,NA,NA,5,NA,60,NA,23,NA,5,NA,8,NA,101,0,101
03,Baltimore City,022-001,07,46,House of Delegates,Luke Clippinger,DEM,Y,NA,39,NA,218,NA,143,NA,37,NA,47,NA,484,0,484
03,Baltimore City,022-001,07,46,House of Delegates,Mark Edelson,DEM,Y,NA,40,NA,209,NA,130,NA,41,NA,46,NA,466,0,466
03,Baltimore City,022-001,07,46,House of Delegates,Robbyn Lewis,DEM,Y,NA,40,NA,212,NA,134,NA,37,NA,49,NA,472,0,472
03,Baltimore City,022-001,07,46,House of Delegates,Other Write-Ins,NA,NA,Y,0,NA,3,NA,0,NA,0,NA,0,NA,3,0,3
03,Baltimore City,022-001,07,46,Judge Circuit Court,Erik Atas,JUD,Y,NA,26,NA,145,NA,97,NA,26,NA,36,NA,330,0,330
03,Baltimore City,022-001,07,46,Judge Circuit Court,Charles Mario Blomquist,JUD,Y,NA,27,NA,152,NA,93,NA,25,NA,35,NA,332,0,332
03,Baltimore City,022-001,07,46,Judge Circuit Court,Myshala E. Middleton,JUD,Y,NA,27,NA,170,NA,106,NA,30,NA,43,NA,376,0,376
03,Baltimore City,022-001,07,46,Judge Circuit Court,Barry G. Williams,JUD,Y,NA,28,NA,169,NA,101,NA,31,NA,41,NA,370,0,370
03,Baltimore City,022-001,07,46,Judge Circuit Court,Other Write-Ins,NA,NA,Y,0,NA,1,NA,4,NA,0,NA,0,NA,5,0,5
03,Baltimore City,022-001,07,46,Judge Spec Appeal at Lg,Stuart R. Berger,JUD,Y,NA,36,4,194,40,116,15,36,5,35,9,417,73,490
