County,County Name,Precinct,Congressional,Legislative,Office Name,Candidate Name,Party,Winner,Write-In?,Early Votes for Candidate,Early Votes Against,Election Night Votes for Candidate,Election Night Votes Against,Mail-In Ballot 1 Votes for Candidate,Mail-In Ballot 1 Votes Against,Provisional Votes for Candidate,Provisional Votes Against,Mail-In Ballot 2 Votes for Candidate,Mail-In Ballot 2 Votes Against,Total Votes For Candidate,Total Votes Against,Total Votes Cast
03,Baltimore City,015-007,07,41,Board of Ed at Large,Salimah Jasani,NON,NA,NA,18,NA,55,NA,19,NA,6,NA,4,NA,102,0,102
03,Baltimore City,015-007,07,41,Board of Ed at Large,Kwame Kenyatta-Bey,NON,Y,NA,41,NA,130,NA,43,NA,19,NA,11,NA,244,0,244
03,Baltimore City,015-007,07,41,Board of Ed at Large,Other Write-Ins,NA,NA,Y,1,NA,2,NA,1,NA,0,NA,0,NA,4,0,4
03,Baltimore City,015-008,07,41,Governor / Lt. Governor,Dan Cox and Gordana Schifanelli,REP,NA,NA,4,NA,7,NA,0,NA,1,NA,0,NA,12,0,12
03,Baltimore City,015-008,07,41,Governor / Lt. Governor,Wes Moore and Aruna Miller,DEM,Y,NA,58,NA,147,NA,66,NA,6,NA,28,NA,305,0,305
03,Baltimore City,015-008,07,41,Governor / Lt. Governor,David Lashar and Christiana Logansmith,LIB,NA,NA,1,NA,0,NA,0,NA,0,NA,0,NA,1,0,1
03,Baltimore City,015-008,07,41,Governor / Lt. Governor,Nancy Wallace and Patrick Elder,GRN,NA,NA,0,NA,3,NA,0,NA,0,NA,0,NA,3,0,3
03,Baltimore City,015-008,07,41,Governor / Lt. Governor,David Harding and Cathy White,WCP,NA,NA,2,NA,3,NA,0,NA,0,NA,0,NA,5,0,5
03,Baltimore City,015-008,07,41,Governor / Lt. Governor,Kyle Sefcik and Katie Lee,UNA,NA,Y,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0
03,Baltimore City,015-008,07,41,Governor / Lt. Governor,Other Write-Ins,NA,NA,Y,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0
03,Baltimore City,015-008,07,41,Comptroller,Barry Glassman,REP,NA,NA,7,NA,19,NA,3,NA,1,NA,1,NA,31,0,31
03,Baltimore City,015-008,07,41,Comptroller,Brooke Elizabeth Lierman,DEM,Y,NA,56,NA,142,NA,65,NA,6,NA,27,NA,296,0,296
03,Baltimore City,015-008,07,41,Comptroller,Other Write-Ins,NA,NA,Y,0,NA,0,NA,1,NA,0,NA,0,NA,1,0,1
03,Baltimore City,015-008,07,41,Attorney General,Michael Anthony Peroutka,REP,NA,NA,3,NA,10,NA,1,NA,1,NA,0,NA,15,0,15
03,Baltimore City,015-008,07,41,Attorney General,Anthony G. Brown,DEM,Y,NA,61,NA,151,NA,67,NA,6,NA,28,NA,313,0,313
03,Baltimore City,015-008,07,41,Attorney General,Other Write-Ins,NA,NA,Y,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0
03,Baltimore City,015-008,07,41,U.S. Senator,Chris Chaffee,REP,NA,NA,3,NA,9,NA,0,NA,1,NA,0,NA,13,0,13
03,Baltimore City,015-008,07,41,U.S. Senator,Chris Van Hollen,DEM,Y,NA,61,NA,154,NA,66,NA,6,NA,27,NA,314,0,314
03,Baltimore City,015-008,07,41,U.S. Senator,Scottie Griffin,DEM,NA,Y,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0
03,Baltimore City,015-008,07,41,U.S. Senator,Andrew J. Wildman,UNA,NA,Y,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0
03,Baltimore City,015-008,07,41,U.S. Senator,Other Write-Ins,NA,NA,Y,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0
03,Baltimore City,015-008,07,41,U.S. Congress,Scott M. Collier,REP,NA,NA,5,NA,15,NA,1,NA,2,NA,0,NA,23,0,23
03,Baltimore City,015-008,07,41,U.S. Congress,Kweisi Mfume,DEM,Y,NA,59,NA,145,NA,67,NA,5,NA,27,NA,303,0,303
03,Baltimore City,015-008,07,41,U.S. Congress,Other Write-Ins,NA,NA,Y,0,NA,1,NA,0,NA,0,NA,0,NA,1,0,1
03,Baltimore City,015-008,07,41,State Senator,Jill P. Carter,DEM,Y,NA,60,NA,150,NA,65,NA,6,NA,25,NA,306,0,306
03,Baltimore City,015-008,07,41,State Senator,Other Write-Ins,NA,NA,Y,2,NA,5,NA,1,NA,0,NA,0,NA,8,0,8
03,Baltimore City,015-008,07,41,House of Delegates,Scott Graham,REP,NA,NA,5,NA,18,NA,4,NA,1,NA,1,NA,29,0,29
03,Baltimore City,015-008,07,41,House of Delegates,Dalya Attar,DEM,Y,NA,53,NA,132,NA,59,NA,4,NA,20,NA,268,0,268
03,Baltimore City,015-008,07,41,House of Delegates,Tony Bridges,DEM,Y,NA,56,NA,130,NA,63,NA,5,NA,24,NA,278,0,278
03,Baltimore City,015-008,07,41,House of Delegates,"S. I. ""Sandy"" Rosenberg",DEM,Y,NA,47,NA,118,NA,58,NA,4,NA,21,NA,248,0,248
03,Baltimore City,015-008,07,41,House of Delegates,Other Write-Ins,NA,NA,Y,2,NA,3,NA,1,NA,0,NA,0,NA,6,0,6
03,Baltimore City,015-008,07,41,Judge Circuit Court,Erik Atas,JUD,Y,NA,40,NA,92,NA,51,NA,3,NA,13,NA,199,0,199
03,Baltimore City,015-008,07,41,Judge Circuit Court,Charles Mario Blomquist,JUD,Y,NA,42,NA,87,NA,51,NA,2,NA,16,NA,198,0,198
03,Baltimore City,015-008,07,41,Judge Circuit Court,Myshala E. Middleton,JUD,Y,NA,46,NA,125,NA,59,NA,4,NA,20,NA,254,0,254
03,Baltimore City,015-008,07,41,Judge Circuit Court,Barry G. Williams,JUD,Y,NA,46,NA,102,NA,55,NA,4,NA,20,NA,227,0,227
03,Baltimore City,015-008,07,41,Judge Circuit Court,Other Write-Ins,NA,NA,Y,1,NA,5,NA,1,NA,0,NA,1,NA,8,0,8
03,Baltimore City,015-008,07,41,Judge Spec Appeal at Lg,Stuart R. Berger,JUD,Y,NA,46,14,105,35,60,3,1,5,18,2,230,59,289
03,Baltimore City,015-008,07,41,Judge Spec Appeal at Lg,Terrence M. R. Zic,JUD,Y,NA,46,13,100,36,54,7,2,4,16,4,218,64,282
03,Baltimore City,015-008,07,41,State's Attorney,Ivan Bates,DEM,Y,NA,63,NA,153,NA,64,NA,5,NA,26,NA,311,0,311
03,Baltimore City,015-008,07,41,State's Attorney,Other Write-Ins,NA,NA,Y,1,NA,5,NA,3,NA,0,NA,0,NA,9,0,9
03,Baltimore City,015-008,07,41,Clerk Circuit Court,Xavier A. Conaway,DEM,Y,NA,57,NA,143,NA,63,NA,5,NA,20,NA,288,0,288
03,Baltimore City,015-008,07,41,Clerk Circuit Court,Other Write-Ins,NA,NA,Y,1,NA,4,NA,3,NA,0,NA,2,NA,10,0,10
03,Baltimore City,015-008,07,41,Register of Wills,Belinda K. Conaway,DEM,Y,NA,58,NA,145,NA,65,NA,4,NA,21,NA,293,0,293
03,Baltimore City,015-008,07,41,Register of Wills,Other Write-Ins,NA,NA,Y,0,NA,3,NA,1,NA,0,NA,2,NA,6,0,6
03,Baltimore City,015-008,07,41,Judge Orphans' Court,"Charles ""Chuck"" Bernstein",DEM,Y,NA,45,NA,124,NA,59,NA,2,NA,24,NA,254,0,254
03,Baltimore City,015-008,07,41,Judge Orphans' Court,Lewyn Scott Garrett,DEM,Y,NA,49,NA,128,NA,58,NA,3,NA,24,NA,262,0,262
03,Baltimore City,015-008,07,41,Judge Orphans' Court,Michele E. Loewenthal,DEM,Y,NA,45,NA,122,NA,57,NA,4,NA,22,NA,250,0,250
03,Baltimore City,015-008,07,41,Judge Orphans' Court,Other Write-Ins,NA,NA,Y,1,NA,1,NA,1,NA,0,NA,0,NA,3,0,3
03,Baltimore City,015-008,07,41,Sheriff,Sam Cogen,DEM,Y,NA,58,NA,139,NA,62,NA,4,NA,25,NA,288,0,288
03,Baltimore City,015-008,07,41,Sheriff,Other Write-Ins,NA,NA,Y,1,NA,4,NA,1,NA,0,NA,0,NA,6,0,6
03,Baltimore City,015-008,07,41,Board of Ed at Large,April Christina Curley,NON,NA,NA,19,NA,43,NA,30,NA,0,NA,12,NA,104,0,104
03,Baltimore City,015-008,07,41,Board of Ed at Large,Ashley E. Esposito,NON,Y,NA,28,NA,67,NA,24,NA,3,NA,9,NA,131,0,131
03,Baltimore City,015-008,07,41,Board of Ed at Large,Salimah Jasani,NON,NA,NA,15,NA,48,NA,24,NA,3,NA,2,NA,92,0,92
03,Baltimore City,015-008,07,41,Board of Ed at Large,Kwame Kenyatta-Bey,NON,Y,NA,39,NA,84,NA,43,NA,5,NA,10,NA,181,0,181
03,Baltimore City,015-008,07,41,Board of Ed at Large,Other Write-Ins,NA,NA,Y,2,NA,0,NA,1,NA,0,NA,0,NA,3,0,3
03,Baltimore City,015-009,07,41,Governor / Lt. Governor,Dan Cox and Gordana Schifanelli,REP,NA,NA,4,NA,18,NA,2,NA,1,NA,1,NA,26,0,26
03,Baltimore City,015-009,07,41,Governor / Lt. Governor,Wes Moore and Aruna Miller,DEM,Y,NA,133,NA,342,NA,173,NA,35,NA,40,NA,723,0,723
03,Baltimore City,015-009,07,41,Governor / Lt. Governor,David Lashar and Christiana Logansmith,LIB,NA,NA,1,NA,1,NA,0,NA,0,NA,0,NA,2,0,2
03,Baltimore City,015-009,07,41,Governor / Lt. Governor,Nancy Wallace and Patrick Elder,GRN,NA,NA,2,NA,3,NA,2,NA,0,NA,0,NA,7,0,7
03,Baltimore City,015-009,07,41,Governor / Lt. Governor,David Harding and Cathy White,WCP,NA,NA,0,NA,6,NA,5,NA,0,NA,0,NA,11,0,11
03,Baltimore City,015-009,07,41,Governor / Lt. Governor,Kyle Sefcik and Katie Lee,UNA,NA,Y,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0
03,Baltimore City,015-009,07,41,Governor / Lt. Governor,Other Write-Ins,NA,NA,Y,0,NA,1,NA,1,NA,0,NA,0,NA,2,0,2
03,Baltimore City,015-009,07,41,Comptroller,Barry Glassman,REP,NA,NA,5,NA,34,NA,7,NA,3,NA,1,NA,50,0,50
03,Baltimore City,015-009,07,41,Comptroller,Brooke Elizabeth Lierman,DEM,Y,NA,136,NA,334,NA,174,NA,33,NA,41,NA,718,0,718
03,Baltimore City,015-009,07,41,Comptroller,Other Write-Ins,NA,NA,Y,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0
03,Baltimore City,015-009,07,41,Attorney General,Michael Anthony Peroutka,REP,NA,NA,2,NA,18,NA,5,NA,0,NA,0,NA,25,0,25
03,Baltimore City,015-009,07,41,Attorney General,Anthony G. Brown,DEM,Y,NA,140,NA,348,NA,176,NA,36,NA,42,NA,742,0,742
03,Baltimore City,015-009,07,41,Attorney General,Other Write-Ins,NA,NA,Y,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0
03,Baltimore City,015-009,07,41,U.S. Senator,Chris Chaffee,REP,NA,NA,3,NA,16,NA,8,NA,0,NA,0,NA,27,0,27
03,Baltimore City,015-009,07,41,U.S. Senator,Chris Van Hollen,DEM,Y,NA,137,NA,354,NA,174,NA,36,NA,42,NA,743,0,743
03,Baltimore City,015-009,07,41,U.S. Senator,Scottie Griffin,DEM,NA,Y,1,NA,0,NA,0,NA,0,NA,0,NA,1,0,1
03,Baltimore City,015-009,07,41,U.S. Senator,Andrew J. Wildman,UNA,NA,Y,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0
03,Baltimore City,015-009,07,41,U.S. Senator,Other Write-Ins,NA,NA,Y,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0
03,Baltimore City,015-009,07,41,U.S. Congress,Scott M. Collier,REP,NA,NA,4,NA,19,NA,4,NA,0,NA,1,NA,28,0,28
03,Baltimore City,015-009,07,41,U.S. Congress,Kweisi Mfume,DEM,Y,NA,139,NA,350,NA,179,NA,37,NA,42,NA,747,0,747
03,Baltimore City,015-009,07,41,U.S. Congress,Other Write-Ins,NA,NA,Y,1,NA,0,NA,1,NA,0,NA,0,NA,2,0,2
03,Baltimore City,015-009,07,41,State Senator,Jill P. Carter,DEM,Y,NA,141,NA,350,NA,169,NA,33,NA,42,NA,735,0,735
03,Baltimore City,015-009,07,41,State Senator,Other Write-Ins,NA,NA,Y,1,NA,3,NA,5,NA,0,NA,0,NA,9,0,9
03,Baltimore City,015-009,07,41,House of Delegates,Scott Graham,REP,NA,NA,9,NA,27,NA,9,NA,3,NA,2,NA,50,0,50
03,Baltimore City,015-009,07,41,House of Delegates,Dalya Attar,DEM,Y,NA,117,NA,271,NA,139,NA,23,NA,36,NA,586,0,586
03,Baltimore City,015-009,07,41,House of Delegates,Tony Bridges,DEM,Y,NA,115,NA,268,NA,140,NA,28,NA,38,NA,589,0,589
03,Baltimore City,015-009,07,41,House of Delegates,"S. I. ""Sandy"" Rosenberg",DEM,Y,NA,113,NA,237,NA,127,NA,21,NA,35,NA,533,0,533
03,Baltimore City,015-009,07,41,House of Delegates,Other Write-Ins,NA,NA,Y,1,NA,2,NA,5,NA,0,NA,0,NA,8,0,8
03,Baltimore City,015-009,07,41,Judge Circuit Court,Erik Atas,JUD,Y,NA,90,NA,179,NA,93,NA,16,NA,26,NA,404,0,404
03,Baltimore City,015-009,07,41,Judge Circuit Court,Charles Mario Blomquist,JUD,Y,NA,86,NA,172,NA,90,NA,14,NA,24,NA,386,0,386
03,Baltimore City,015-009,07,41,Judge Circuit Court,Myshala E. Middleton,JUD,Y,NA,116,NA,251,NA,130,NA,23,NA,34,NA,554,0,554
03,Baltimore City,015-009,07,41,Judge Circuit Court,Barry G. Williams,JUD,Y,NA,101,NA,220,NA,102,NA,18,NA,29,NA,470,0,470
03,Baltimore City,015-009,07,41,Judge Circuit Court,Other Write-Ins,NA,NA,Y,0,NA,3,NA,0,NA,0,NA,0,NA,3,0,3
03,Baltimore City,015-009,07,41,Judge Spec Appeal at Lg,Stuart R. Berger,JUD,Y,NA,100,27,251,78,134,25,23,8,33,2,541,140,681
03,Baltimore City,015-009,07,41,Judge Spec Appeal at Lg,Terrence M. R. Zic,JUD,Y,NA,99,27,255,70,116,36,20,9,30,6,520,148,668
03,Baltimore City,015-009,07,41,State's Attorney,Ivan Bates,DEM,Y,NA,130,NA,347,NA,176,NA,32,NA,36,NA,721,0,721
03,Baltimore City,015-009,07,41,State's Attorney,Other Write-Ins,NA,NA,Y,4,NA,6,NA,2,NA,2,NA,1,NA,15,0,15
03,Baltimore City,015-009,07,41,Clerk Circuit Court,Xavier A. Conaway,DEM,Y,NA,134,NA,332,NA,162,NA,34,NA,36,NA,698,0,698
03,Baltimore City,015-009,07,41,Clerk Circuit Court,Other Write-Ins,NA,NA,Y,0,NA,1,NA,3,NA,0,NA,0,NA,4,0,4
03,Baltimore City,015-009,07,41,Register of Wills,Belinda K. Conaway,DEM,Y,NA,136,NA,340,NA,170,NA,34,NA,38,NA,718,0,718
03,Baltimore City,015-009,07,41,Register of Wills,Other Write-Ins,NA,NA,Y,0,NA,0,NA,2,NA,0,NA,0,NA,2,0,2
03,Baltimore City,015-009,07,41,Judge Orphans' Court,"Charles ""Chuck"" Bernstein",DEM,Y,NA,116,NA,260,NA,127,NA,30,NA,32,NA,565,0,565
03,Baltimore City,015-009,07,41,Judge Orphans' Court,Lewyn Scott Garrett,DEM,Y,NA,118,NA,245,NA,129,NA,30,NA,34,NA,556,0,556
03,Baltimore City,015-009,07,41,Judge Orphans' Court,Michele E. Loewenthal,DEM,Y,NA,115,NA,247,NA,137,NA,30,NA,37,NA,566,0,566
03,Baltimore City,015-009,07,41,Judge Orphans' Court,Other Write-Ins,NA,NA,Y,0,NA,1,NA,2,NA,0,NA,0,NA,3,0,3
03,Baltimore City,015-009,07,41,Sheriff,Sam Cogen,DEM,Y,NA,130,NA,331,NA,161,NA,36,NA,38,NA,696,0,696
03,Baltimore City,015-009,07,41,Sheriff,Other Write-Ins,NA,NA,Y,0,NA,2,NA,2,NA,0,NA,0,NA,4,0,4
03,Baltimore City,015-009,07,41,Board of Ed at Large,April Christina Curley,NON,NA,NA,57,NA,125,NA,74,NA,15,NA,15,NA,286,0,286
03,Baltimore City,015-009,07,41,Board of Ed at Large,Ashley E. Esposito,NON,Y,NA,50,NA,116,NA,36,NA,10,NA,22,NA,234,0,234
03,Baltimore City,015-009,07,41,Board of Ed at Large,Salimah Jasani,NON,NA,NA,42,NA,100,NA,31,NA,7,NA,17,NA,197,0,197
03,Baltimore City,015-009,07,41,Board of Ed at Large,Kwame Kenyatta-Bey,NON,Y,NA,90,NA,201,NA,111,NA,17,NA,16,NA,435,0,435
03,Baltimore City,015-009,07,41,Board of Ed at Large,Other Write-Ins,NA,NA,Y,0,NA,2,NA,5,NA,1,NA,0,NA,8,0,8
03,Baltimore City,015-010,07,41,Governor / Lt. Governor,Dan Cox and Gordana Schifanelli,REP,NA,NA,2,NA,15,NA,1,NA,0,NA,1,NA,19,0,19
03,Baltimore City,015-010,07,41,Governor / Lt. Governor,Wes Moore and Aruna Miller,DEM,Y,NA,83,NA,262,NA,83,NA,13,NA,33,NA,474,0,474
03,Baltimore City,015-010,07,41,Governor / Lt. Governor,David Lashar and Christiana Logansmith,LIB,NA,NA,1,NA,1,NA,0,NA,1,NA,0,NA,3,0,3
03,Baltimore City,015-010,07,41,Governor / Lt. Governor,Nancy Wallace and Patrick Elder,GRN,NA,NA,1,NA,1,NA,0,NA,0,NA,0,NA,2,0,2
03,Baltimore City,015-010,07,41,Governor / Lt. Governor,David Harding and Cathy White,WCP,NA,NA,2,NA,5,NA,1,NA,0,NA,0,NA,8,0,8
03,Baltimore City,015-010,07,41,Governor / Lt. Governor,Kyle Sefcik and Katie Lee,UNA,NA,Y,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0
03,Baltimore City,015-010,07,41,Governor / Lt. Governor,Other Write-Ins,NA,NA,Y,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0
03,Baltimore City,015-010,07,41,Comptroller,Barry Glassman,REP,NA,NA,7,NA,29,NA,1,NA,0,NA,2,NA,39,0,39
03,Baltimore City,015-010,07,41,Comptroller,Brooke Elizabeth Lierman,DEM,Y,NA,81,NA,248,NA,87,NA,15,NA,32,NA,463,0,463
03,Baltimore City,015-010,07,41,Comptroller,Other Write-Ins,NA,NA,Y,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0
03,Baltimore City,015-010,07,41,Attorney General,Michael Anthony Peroutka,REP,NA,NA,4,NA,16,NA,2,NA,0,NA,1,NA,23,0,23
03,Baltimore City,015-010,07,41,Attorney General,Anthony G. Brown,DEM,Y,NA,83,NA,263,NA,85,NA,15,NA,33,NA,479,0,479
03,Baltimore City,015-010,07,41,Attorney General,Other Write-Ins,NA,NA,Y,1,NA,0,NA,0,NA,0,NA,0,NA,1,0,1
03,Baltimore City,015-010,07,41,U.S. Senator,Chris Chaffee,REP,NA,NA,3,NA,18,NA,2,NA,1,NA,2,NA,26,0,26
03,Baltimore City,015-010,07,41,U.S. Senator,Chris Van Hollen,DEM,Y,NA,86,NA,261,NA,86,NA,14,NA,31,NA,478,0,478
03,Baltimore City,015-010,07,41,U.S. Senator,Scottie Griffin,DEM,NA,Y,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0
03,Baltimore City,015-010,07,41,U.S. Senator,Andrew J. Wildman,UNA,NA,Y,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0
03,Baltimore City,015-010,07,41,U.S. Senator,Other Write-Ins,NA,NA,Y,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0
03,Baltimore City,015-010,07,41,U.S. Congress,Scott M. Collier,REP,NA,NA,5,NA,19,NA,1,NA,0,NA,7,NA,32,0,32
03,Baltimore City,015-010,07,41,U.S. Congress,Kweisi Mfume,DEM,Y,NA,85,NA,261,NA,87,NA,15,NA,27,NA,475,0,475
03,Baltimore City,015-010,07,41,U.S. Congress,Other Write-Ins,NA,NA,Y,0,NA,1,NA,0,NA,0,NA,0,NA,1,0,1
03,Baltimore City,015-010,07,41,State Senator,Jill P. Carter,DEM,Y,NA,82,NA,266,NA,84,NA,14,NA,31,NA,477,0,477
03,Baltimore City,015-010,07,41,State Senator,Other Write-Ins,NA,NA,Y,2,NA,1,NA,0,NA,0,NA,0,NA,3,0,3
03,Baltimore City,015-010,07,41,House of Delegates,Scott Graham,REP,NA,NA,10,NA,27,NA,1,NA,0,NA,2,NA,40,0,40
03,Baltimore City,015-010,07,41,House of Delegates,Dalya Attar,DEM,Y,NA,72,NA,202,NA,73,NA,13,NA,29,NA,389,0,389
03,Baltimore City,015-010,07,41,House of Delegates,Tony Bridges,DEM,Y,NA,75,NA,207,NA,78,NA,8,NA,31,NA,399,0,399
03,Baltimore City,015-010,07,41,House of Delegates,"S. I. ""Sandy"" Rosenberg",DEM,Y,NA,70,NA,182,NA,74,NA,7,NA,28,NA,361,0,361
03,Baltimore City,015-010,07,41,House of Delegates,Other Write-Ins,NA,NA,Y,0,NA,1,NA,0,NA,0,NA,0,NA,1,0,1
03,Baltimore City,015-010,07,41,Judge Circuit Court,Erik Atas,JUD,Y,NA,52,NA,155,NA,46,NA,6,NA,18,NA,277,0,277
03,Baltimore City,015-010,07,41,Judge Circuit Court,Charles Mario Blomquist,JUD,Y,NA,52,NA,146,NA,46,NA,8,NA,17,NA,269,0,269
03,Baltimore City,015-010,07,41,Judge Circuit Court,Myshala E. Middleton,JUD,Y,NA,70,NA,213,NA,62,NA,9,NA,27,NA,381,0,381
03,Baltimore City,015-010,07,41,Judge Circuit Court,Barry G. Williams,JUD,Y,NA,62,NA,175,NA,59,NA,9,NA,22,NA,327,0,327
03,Baltimore City,015-010,07,41,Judge Circuit Court,Other Write-Ins,NA,NA,Y,1,NA,3,NA,0,NA,0,NA,0,NA,4,0,4
03,Baltimore City,015-010,07,41,Judge Spec Appeal at Lg,Stuart R. Berger,JUD,Y,NA,59,22,193,58,64,11,12,3,22,9,350,103,453
03,Baltimore City,015-010,07,41,Judge Spec Appeal at Lg,Terrence M. R. Zic,JUD,Y,NA,61,19,195,53,61,10,9,4,21,9,347,95,442
03,Baltimore City,015-010,07,41,State's Attorney,Ivan Bates,DEM,Y,NA,87,NA,264,NA,79,NA,15,NA,31,NA,476,0,476
03,Baltimore City,015-010,07,41,State's Attorney,Other Write-Ins,NA,NA,Y,2,NA,4,NA,3,NA,0,NA,1,NA,10,0,10
03,Baltimore City,015-010,07,41,Clerk Circuit Court,Xavier A. Conaway,DEM,Y,NA,77,NA,262,NA,82,NA,13,NA,30,NA,464,0,464
03,Baltimore City,015-010,07,41,Clerk Circuit Court,Other Write-Ins,NA,NA,Y,2,NA,1,NA,0,NA,0,NA,0,NA,3,0,3
03,Baltimore City,015-010,07,41,Register of Wills,Belinda K. Conaway,DEM,Y,NA,81,NA,261,NA,82,NA,15,NA,31,NA,470,0,470
03,Baltimore City,015-010,07,41,Register of Wills,Other Write-Ins,NA,NA,Y,3,NA,0,NA,0,NA,0,NA,0,NA,3,0,3
03,Baltimore City,015-010,07,41,Judge Orphans' Court,"Charles ""Chuck"" Bernstein",DEM,Y,NA,66,NA,206,NA,70,NA,11,NA,27,NA,380,0,380
03,Baltimore City,015-010,07,41,Judge Orphans' Court,Lewyn Scott Garrett,DEM,Y,NA,71,NA,215,NA,77,NA,13,NA,28,NA,404,0,404
03,Baltimore City,015-010,07,41,Judge Orphans' Court,Michele E. Loewenthal,DEM,Y,NA,73,NA,204,NA,73,NA,10,NA,30,NA,390,0,390
03,Baltimore City,015-010,07,41,Judge Orphans' Court,Other Write-Ins,NA,NA,Y,1,NA,1,NA,0,NA,0,NA,0,NA,2,0,2
03,Baltimore City,015-010,07,41,Sheriff,Sam Cogen,DEM,Y,NA,79,NA,256,NA,80,NA,14,NA,33,NA,462,0,462
03,Baltimore City,015-010,07,41,Sheriff,Other Write-Ins,NA,NA,Y,1,NA,0,NA,0,NA,0,NA,0,NA,1,0,1
03,Baltimore City,015-010,07,41,Board of Ed at Large,April Christina Curley,NON,NA,NA,27,NA,109,NA,36,NA,3,NA,16,NA,191,0,191
03,Baltimore City,015-010,07,41,Board of Ed at Large,Ashley E. Esposito,NON,Y,NA,38,NA,96,NA,25,NA,4,NA,10,NA,173,0,173
03,Baltimore City,015-010,07,41,Board of Ed at Large,Salimah Jasani,NON,NA,NA,26,NA,74,NA,21,NA,3,NA,11,NA,135,0,135
03,Baltimore City,015-010,07,41,Board of Ed at Large,Kwame Kenyatta-Bey,NON,Y,NA,50,NA,156,NA,43,NA,8,NA,24,NA,281,0,281
03,Baltimore City,015-010,07,41,Board of Ed at Large,Other Write-Ins,NA,NA,Y,1,NA,2,NA,0,NA,0,NA,0,NA,3,0,3
03,Baltimore City,015-011,07,41,Governor / Lt. Governor,Dan Cox and Gordana Schifanelli,REP,NA,NA,2,NA,7,NA,2,NA,0,NA,0,NA,11,0,11
03,Baltimore City,015-011,07,41,Governor / Lt. Governor,Wes Moore and Aruna Miller,DEM,Y,NA,71,NA,147,NA,80,NA,8,NA,14,NA,320,0,320
03,Baltimore City,015-011,07,41,Governor / Lt. Governor,David Lashar and Christiana Logansmith,LIB,NA,NA,0,NA,1,NA,1,NA,0,NA,0,NA,2,0,2
03,Baltimore City,015-011,07,41,Governor / Lt. Governor,Nancy Wallace and Patrick Elder,GRN,NA,NA,0,NA,1,NA,0,NA,1,NA,0,NA,2,0,2
03,Baltimore City,015-011,07,41,Governor / Lt. Governor,David Harding and Cathy White,WCP,NA,NA,1,NA,5,NA,0,NA,0,NA,0,NA,6,0,6
03,Baltimore City,015-011,07,41,Governor / Lt. Governor,Kyle Sefcik and Katie Lee,UNA,NA,Y,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0
03,Baltimore City,015-011,07,41,Governor / Lt. Governor,Other Write-Ins,NA,NA,Y,0,NA,1,NA,0,NA,0,NA,0,NA,1,0,1
03,Baltimore City,015-011,07,41,Comptroller,Barry Glassman,REP,NA,NA,4,NA,16,NA,5,NA,0,NA,0,NA,25,0,25
03,Baltimore City,015-011,07,41,Comptroller,Brooke Elizabeth Lierman,DEM,Y,NA,68,NA,140,NA,84,NA,10,NA,14,NA,316,0,316
03,Baltimore City,015-011,07,41,Comptroller,Other Write-Ins,NA,NA,Y,0,NA,2,NA,0,NA,0,NA,0,NA,2,0,2
03,Baltimore City,015-011,07,41,Attorney General,Michael Anthony Peroutka,REP,NA,NA,1,NA,10,NA,5,NA,0,NA,0,NA,16,0,16
03,Baltimore City,015-011,07,41,Attorney General,Anthony G. Brown,DEM,Y,NA,70,NA,149,NA,85,NA,10,NA,14,NA,328,0,328
03,Baltimore City,015-011,07,41,Attorney General,Other Write-Ins,NA,NA,Y,0,NA,1,NA,0,NA,0,NA,0,NA,1,0,1
03,Baltimore City,015-011,07,41,U.S. Senator,Chris Chaffee,REP,NA,NA,2,NA,8,NA,3,NA,0,NA,0,NA,13,0,13
03,Baltimore City,015-011,07,41,U.S. Senator,Chris Van Hollen,DEM,Y,NA,70,NA,151,NA,85,NA,10,NA,13,NA,329,0,329
03,Baltimore City,015-011,07,41,U.S. Senator,Scottie Griffin,DEM,NA,Y,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0
03,Baltimore City,015-011,07,41,U.S. Senator,Andrew J. Wildman,UNA,NA,Y,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0
03,Baltimore City,015-011,07,41,U.S. Senator,Other Write-Ins,NA,NA,Y,0,NA,1,NA,0,NA,0,NA,0,NA,1,0,1
03,Baltimore City,015-011,07,41,U.S. Congress,Scott M. Collier,REP,NA,NA,1,NA,9,NA,3,NA,0,NA,0,NA,13,0,13
